Age,PastEmployee,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime
48,No,Travel_Rarely,Research & Development,6,Life Sciences,1,Male,Healthcare Representative,Single,4240,2,No
48,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Healthcare Representative,Single,10999,7,No
41,No,Travel_Rarely,Research & Development,7,Medical,4,Female,Manufacturing Director,Single,5003,6,No
39,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,Married,12742,1,No
27,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,Married,4227,0,No
35,No,Travel_Rarely,Research & Development,10,Other,2,Male,Laboratory Technician,Divorced,3917,1,No
50,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Male,Laboratory Technician,Married,2380,4,No
59,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Manufacturing Director,Single,13726,3,Yes
37,Yes,Travel_Rarely,Research & Development,11,Medical,1,Female,Healthcare Representative,Married,4777,5,No
55,No,Travel_Frequently,Research & Development,18,Medical,3,Male,Healthcare Representative,Married,6385,3,Yes
41,No,Non-Travel,Research & Development,7,Life Sciences,2,Female,Research Director,Divorced,19973,1,No
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,3,Female,Laboratory Technician,Single,2743,1,No
39,No,Travel_Frequently,Research & Development,22,Medical,4,Female,Manufacturing Director,Single,10880,1,Yes
32,No,Non-Travel,Research & Development,29,Medical,4,Female,Laboratory Technician,Single,4025,9,No
36,Yes,Travel_Rarely,Research & Development,15,Other,1,Male,Laboratory Technician,Divorced,4834,7,No
26,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Research Scientist,Married,2042,6,Yes
38,No,Travel_Frequently,Research & Development,3,Other,3,Male,Research Scientist,Married,2821,3,No
50,No,Travel_Rarely,Research & Development,2,Medical,2,Male,Research Director,Married,19237,2,Yes
37,No,Travel_Rarely,Research & Development,3,Other,4,Female,Healthcare Representative,Single,4107,3,No
26,No,Travel_Frequently,Research & Development,1,Medical,1,Female,Research Scientist,Divorced,2007,1,No
46,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Research Director,Divorced,19627,9,No
56,No,Travel_Frequently,Research & Development,9,Medical,1,Female,Research Scientist,Married,2942,2,No
36,No,Travel_Rarely,Research & Development,12,Medical,4,Female,Manufacturing Director,Single,8858,0,No
55,No,Non-Travel,Research & Development,2,Medical,3,Male,Manager,Single,16756,7,No
21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Female,Laboratory Technician,Single,1416,1,No
46,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Female,Research Scientist,Divorced,4615,8,Yes
51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,Research Scientist,Married,2461,9,Yes
28,Yes,Non-Travel,Research & Development,24,Technical Degree,2,Male,Healthcare Representative,Single,8722,1,No
26,No,Travel_Rarely,Research & Development,1,Medical,1,Male,Laboratory Technician,Married,3955,1,No
30,No,Travel_Rarely,Research & Development,20,Other,3,Male,Manufacturing Director,Married,9957,0,No
41,No,Travel_Rarely,Research & Development,7,Technical Degree,2,Female,Research Scientist,Married,3376,1,No
38,No,Travel_Rarely,Research & Development,17,Life Sciences,3,Female,Healthcare Representative,Married,8823,0,No
40,No,Travel_Rarely,Research & Development,20,Technical Degree,1,Male,Healthcare Representative,Married,10322,4,No
27,No,Non-Travel,Research & Development,8,Life Sciences,1,Male,Laboratory Technician,Married,4621,1,No
55,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,Married,10976,3,No
28,No,Travel_Rarely,Research & Development,10,Other,3,Female,Research Scientist,Single,3660,3,No
33,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,Healthcare Representative,Divorced,7119,4,No
33,Yes,Travel_Frequently,Research & Development,29,Medical,1,Female,Research Scientist,Single,4508,1,No
28,No,Travel_Rarely,Research & Development,15,Life Sciences,1,Male,Laboratory Technician,Divorced,2207,1,No
34,No,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,Healthcare Representative,Single,7756,0,No
25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,4,Male,Laboratory Technician,Married,3691,1,Yes
26,Yes,Travel_Rarely,Research & Development,21,Medical,1,Male,Laboratory Technician,Divorced,2377,1,No
33,Yes,Travel_Rarely,Research & Development,25,Medical,1,Male,Research Scientist,Single,2313,4,Yes
42,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Manager,Married,17665,0,No
28,Yes,Travel_Frequently,Research & Development,1,Medical,1,Male,Laboratory Technician,Divorced,2596,1,No
34,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,Research Scientist,Married,2979,3,No
48,No,Non-Travel,Research & Development,1,Medical,1,Male,Manager,Single,16885,2,No
52,No,Travel_Rarely,Research & Development,7,Life Sciences,2,Male,Healthcare Representative,Single,10445,7,No
29,No,Travel_Rarely,Research & Development,28,Life Sciences,3,Female,Research Scientist,Divorced,2514,4,No
28,No,Travel_Rarely,Research & Development,3,Medical,4,Female,Manufacturing Director,Divorced,7655,0,No
43,No,Travel_Frequently,Research & Development,27,Life Sciences,3,Female,Manufacturing Director,Married,10820,8,No
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Healthcare Representative,Divorced,12169,7,No
40,No,Travel_Rarely,Research & Development,14,Medical,3,Male,Research Director,Single,19626,1,No
21,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,Research Scientist,Single,2070,1,Yes
39,No,Non-Travel,Research & Development,9,Life Sciences,3,Male,Laboratory Technician,Single,6782,9,No
36,No,Non-Travel,Research & Development,18,Life Sciences,1,Male,Manufacturing Director,Single,7779,2,No
28,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,Married,3201,0,No
34,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,Single,4033,2,No
29,No,Travel_Frequently,Research & Development,10,Life Sciences,4,Female,Research Scientist,Divorced,3291,0,No
42,No,Travel_Rarely,Research & Development,29,Medical,2,Male,Laboratory Technician,Single,4272,4,No
29,No,Travel_Rarely,Research & Development,8,Medical,2,Male,Manufacturing Director,Married,5056,1,Yes
28,No,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,Research Scientist,Divorced,2703,1,Yes
18,Yes,Non-Travel,Research & Development,8,Medical,3,Male,Laboratory Technician,Single,1904,1,No
41,No,Travel_Rarely,Research & Development,12,Life Sciences,2,Male,Laboratory Technician,Married,4766,3,Yes
31,Yes,Travel_Frequently,Research & Development,15,Medical,3,Male,Laboratory Technician,Married,2610,1,No
37,No,Travel_Rarely,Research & Development,25,Medical,3,Female,Healthcare Representative,Divorced,5731,7,No
27,No,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,Research Scientist,Married,2539,1,No
40,No,Travel_Frequently,Research & Development,9,Medical,2,Female,Research Director,Single,13499,9,No
35,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Laboratory Technician,Married,2258,6,No
24,No,Travel_Rarely,Research & Development,24,Medical,4,Male,Laboratory Technician,Single,3597,8,No
28,Yes,Travel_Rarely,Research & Development,12,Life Sciences,3,Female,Laboratory Technician,Married,2515,1,Yes
26,No,Travel_Rarely,Research & Development,3,Medical,1,Male,Laboratory Technician,Married,4420,1,No
40,No,Travel_Frequently,Research & Development,26,Medical,3,Female,Research Scientist,Married,4422,3,Yes
35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Manufacturing Director,Divorced,10274,2,No
34,No,Travel_Frequently,Research & Development,1,Medical,4,Male,Healthcare Representative,Single,5343,0,No
35,No,Travel_Frequently,Research & Development,4,Other,4,Male,Laboratory Technician,Married,2376,1,No
56,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,Manager,Divorced,19943,4,No
29,No,Travel_Rarely,Research & Development,6,Medical,2,Female,Laboratory Technician,Married,3131,1,No
19,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Research Scientist,Single,2552,1,No
45,No,Travel_Rarely,Research & Development,7,Medical,1,Female,Research Scientist,Married,4477,4,Yes
37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,Married,6474,1,No
20,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,Laboratory Technician,Single,3033,1,No
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,Research Scientist,Single,2936,1,Yes
53,No,Travel_Rarely,Research & Development,7,Medical,4,Female,Manager,Divorced,18606,3,No
29,No,Travel_Rarely,Research & Development,15,Life Sciences,2,Female,Research Scientist,Married,2168,0,Yes
22,Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,Male,Research Scientist,Married,2853,0,Yes
44,No,Non-Travel,Research & Development,17,Life Sciences,4,Male,Research Scientist,Single,2290,2,No
41,Yes,Non-Travel,Research & Development,5,Life Sciences,1,Male,Research Scientist,Divorced,2107,6,No
50,No,Travel_Frequently,Research & Development,2,Medical,4,Female,Manager,Married,17856,2,No
28,No,Travel_Rarely,Research & Development,19,Medical,4,Male,Laboratory Technician,Married,3196,1,No
46,No,Travel_Rarely,Research & Development,15,Life Sciences,4,Male,Research Director,Married,19081,5,No
24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,Laboratory Technician,Married,2210,1,No
36,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,Laboratory Technician,Divorced,2741,1,No
30,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Laboratory Technician,Divorced,3491,1,No
44,No,Travel_Rarely,Research & Development,29,Other,4,Male,Research Scientist,Single,4541,1,No
46,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,Manufacturing Director,Divorced,7379,2,No
32,No,Travel_Frequently,Research & Development,13,Other,3,Female,Laboratory Technician,Married,2743,1,No
32,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,Research Scientist,Single,4998,4,Yes
36,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,Manufacturing Director,Divorced,10252,2,Yes
33,No,Travel_Rarely,Research & Development,9,Medical,1,Male,Research Scientist,Married,2781,0,No
30,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Research Scientist,Married,3579,0,Yes
42,No,Travel_Frequently,Research & Development,26,Medical,1,Female,Research Director,Married,13191,3,Yes
27,No,Travel_Rarely,Research & Development,14,Life Sciences,1,Male,Research Scientist,Married,2235,1,Yes
54,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,Divorced,10502,7,No
44,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Research Scientist,Married,2011,1,No
19,Yes,Non-Travel,Research & Development,10,Medical,1,Female,Research Scientist,Single,1859,1,Yes
29,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,Divorced,3760,1,No
54,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,Research Director,Married,17779,3,No
31,No,Travel_Rarely,Research & Development,11,Medical,3,Male,Healthcare Representative,Married,6833,1,Yes
31,No,Travel_Rarely,Research & Development,24,Medical,3,Female,Healthcare Representative,Single,6812,1,No
43,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,Research Director,Married,19740,3,No
49,No,Travel_Rarely,Research & Development,4,Medical,1,Male,Manager,Married,18711,2,No
36,No,Travel_Frequently,Research & Development,3,Technical Degree,3,Male,Research Scientist,Married,3692,1,No
48,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,Laboratory Technician,Single,2559,5,No
27,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,Research Scientist,Divorced,2517,1,No
29,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Healthcare Representative,Divorced,6623,1,Yes
48,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Director,Single,18265,6,No
29,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Research Director,Divorced,16124,3,No
34,No,Travel_Rarely,Research & Development,20,Technical Degree,3,Female,Research Scientist,Married,2585,0,No
19,No,Travel_Rarely,Research & Development,25,Life Sciences,2,Female,Research Scientist,Single,2994,1,Yes
23,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Scientist,Married,1223,1,No
26,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Research Scientist,Single,2875,1,Yes
55,No,Non-Travel,Research & Development,8,Medical,4,Male,Healthcare Representative,Divorced,13577,1,Yes
21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,1,Female,Laboratory Technician,Single,2625,1,No
59,No,Travel_Rarely,Research & Development,18,Medical,4,Male,Manufacturing Director,Single,10512,6,No
34,No,Travel_Frequently,Research & Development,19,Medical,3,Female,Laboratory Technician,Divorced,4444,4,No
28,No,Travel_Frequently,Research & Development,1,Medical,4,Male,Laboratory Technician,Single,2154,0,Yes
44,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Manager,Divorced,19190,1,No
35,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,Research Scientist,Married,3506,0,Yes
42,No,Travel_Rarely,Research & Development,7,Medical,2,Female,Research Scientist,Married,2372,6,Yes
36,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Manufacturing Director,Single,5410,9,Yes
44,Yes,Travel_Rarely,Research & Development,15,Medical,1,Female,Healthcare Representative,Married,7978,1,No
28,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Laboratory Technician,Married,3867,1,Yes
51,No,Travel_Frequently,Research & Development,6,Medical,2,Female,Laboratory Technician,Single,2838,0,No
30,No,Non-Travel,Research & Development,9,Medical,3,Female,Manufacturing Director,Single,4695,7,Yes
29,Yes,Travel_Rarely,Research & Development,7,Technical Degree,2,Female,Laboratory Technician,Divorced,3339,3,Yes
28,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Male,Research Scientist,Single,2080,2,No
25,No,Travel_Rarely,Research & Development,1,Medical,4,Female,Research Scientist,Single,2096,1,No
45,No,Travel_Frequently,Research & Development,25,Medical,2,Female,Manager,Single,18061,3,No
39,No,Travel_Rarely,Research & Development,13,Medical,3,Female,Manager,Divorced,17123,6,Yes
58,No,Travel_Rarely,Research & Development,23,Life Sciences,1,Male,Research Scientist,Divorced,2372,1,No
32,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Laboratory Technician,Married,4883,1,No
39,Yes,Travel_Rarely,Research & Development,23,Medical,3,Male,Research Scientist,Single,3904,0,No
30,No,Travel_Rarely,Research & Development,6,Technical Degree,1,Female,Laboratory Technician,Married,4627,0,No
36,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Female,Healthcare Representative,Married,7094,3,No
28,No,Non-Travel,Research & Development,1,Life Sciences,3,Female,Laboratory Technician,Married,6674,0,No
50,No,Travel_Rarely,Research & Development,28,Life Sciences,4,Female,Research Director,Married,16880,4,Yes
30,No,Travel_Rarely,Research & Development,17,Medical,2,Female,Manager,Married,11916,1,Yes
39,No,Travel_Rarely,Research & Development,18,Life Sciences,1,Male,Manufacturing Director,Single,4534,0,No
44,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,Laboratory Technician,Married,2362,4,No
42,No,Non-Travel,Research & Development,2,Life Sciences,3,Male,Manager,Married,17861,0,Yes
55,No,Travel_Rarely,Research & Development,2,Medical,4,Female,Manager,Married,19187,4,No
40,No,Non-Travel,Research & Development,16,Life Sciences,3,Male,Research Scientist,Divorced,3544,9,No
34,No,Travel_Rarely,Research & Development,9,Life Sciences,4,Male,Healthcare Representative,Divorced,8500,0,No
40,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Research Scientist,Single,4661,1,No
35,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,Research Scientist,Single,4249,1,Yes
25,No,Travel_Rarely,Research & Development,19,Medical,4,Male,Laboratory Technician,Married,3669,3,No
58,Yes,Travel_Rarely,Research & Development,7,Medical,3,Female,Manufacturing Director,Married,10008,7,Yes
40,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Laboratory Technician,Married,2387,3,No
48,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,Manufacturing Director,Single,7898,1,No
51,No,Travel_Rarely,Research & Development,11,Technical Degree,4,Female,Manufacturing Director,Single,13142,3,No
18,No,Non-Travel,Research & Development,1,Life Sciences,4,Female,Laboratory Technician,Single,1611,1,No
35,No,Travel_Rarely,Research & Development,1,Medical,4,Female,Laboratory Technician,Married,5363,0,No
56,No,Travel_Rarely,Research & Development,23,Life Sciences,4,Male,Manufacturing Director,Married,13402,4,Yes
34,No,Non-Travel,Research & Development,26,Technical Degree,1,Female,Research Scientist,Divorced,2029,1,No
40,No,Travel_Rarely,Research & Development,2,Medical,2,Female,Healthcare Representative,Divorced,6377,5,No
34,No,Travel_Rarely,Research & Development,29,Medical,2,Male,Laboratory Technician,Married,5429,4,No
38,No,Travel_Frequently,Research & Development,7,Life Sciences,4,Male,Research Scientist,Divorced,2610,1,No
34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,Healthcare Representative,Single,6687,1,No
31,Yes,Travel_Rarely,Research & Development,22,Medical,4,Male,Manufacturing Director,Married,6179,1,Yes
41,No,Travel_Frequently,Research & Development,22,Life Sciences,4,Female,Research Scientist,Divorced,5467,3,Yes
37,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Research Scientist,Married,2996,7,Yes
39,No,Non-Travel,Research & Development,25,Life Sciences,3,Male,Healthcare Representative,Married,10920,3,No
52,No,Travel_Frequently,Research & Development,28,Medical,4,Female,Manufacturing Director,Married,13247,2,Yes
43,No,Travel_Rarely,Research & Development,6,Medical,1,Female,Research Scientist,Single,4081,1,Yes
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,Research Scientist,Single,2394,1,Yes
26,No,Travel_Rarely,Research & Development,2,Medical,1,Male,Research Scientist,Single,3904,0,No
52,No,Travel_Rarely,Research & Development,8,Other,3,Female,Laboratory Technician,Married,2950,9,No
37,No,Travel_Rarely,Research & Development,11,Medical,1,Female,Laboratory Technician,Single,3629,4,No
35,No,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,Manufacturing Director,Single,9362,2,No
25,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,Laboratory Technician,Married,3229,4,No
26,No,Travel_Rarely,Research & Development,7,Other,3,Male,Laboratory Technician,Single,3578,0,No
49,Yes,Travel_Frequently,Research & Development,28,Life Sciences,1,Male,Laboratory Technician,Single,4284,3,No
29,Yes,Travel_Frequently,Research & Development,14,Other,3,Female,Healthcare Representative,Single,7553,0,Yes
54,No,Travel_Rarely,Research & Development,1,Medical,4,Female,Research Director,Single,17328,6,No
58,No,Travel_Rarely,Research & Development,1,Medical,4,Female,Research Director,Married,19701,3,Yes
55,No,Travel_Rarely,Research & Development,1,Medical,2,Male,Research Director,Divorced,14732,2,No
31,No,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,Research Director,Single,16422,3,No
34,No,Travel_Frequently,Research & Development,1,Other,4,Male,Research Scientist,Divorced,2996,5,No
31,Yes,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,Research Scientist,Single,1261,1,No
27,No,Travel_Rarely,Research & Development,11,Life Sciences,2,Male,Laboratory Technician,Married,2099,0,No
36,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,Laboratory Technician,Single,5810,1,No
47,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,Research Scientist,Married,3420,7,No
37,No,Non-Travel,Research & Development,5,Technical Degree,3,Male,Laboratory Technician,Single,3500,0,No
56,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,Married,2066,2,No
47,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Research Director,Married,17169,3,No
34,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Laboratory Technician,Married,3294,5,No
41,No,Travel_Rarely,Research & Development,5,Medical,2,Male,Research Scientist,Married,2127,2,Yes
40,No,Non-Travel,Research & Development,9,Other,3,Male,Laboratory Technician,Divorced,3975,3,No
39,Yes,Non-Travel,Research & Development,2,Life Sciences,1,Female,Laboratory Technician,Single,3646,2,Yes
31,Yes,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,Single,7446,1,No
45,No,Travel_Rarely,Research & Development,20,Medical,2,Male,Healthcare Representative,Divorced,10851,2,Yes
31,Yes,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,Laboratory Technician,Married,3722,6,Yes
45,No,Travel_Rarely,Research & Development,29,Technical Degree,2,Male,Manufacturing Director,Married,9380,4,Yes
40,No,Non-Travel,Research & Development,8,Medical,4,Male,Research Director,Divorced,13757,2,No
44,No,Non-Travel,Research & Development,5,Life Sciences,3,Male,Laboratory Technician,Single,3162,3,No
53,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Research Director,Single,16598,4,No
49,No,Travel_Rarely,Research & Development,5,Technical Degree,1,Male,Healthcare Representative,Married,6651,2,No
40,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Scientist,Divorced,2345,2,No
44,No,Travel_Rarely,Research & Development,20,Life Sciences,4,Male,Research Scientist,Single,3420,1,No
42,No,Travel_Frequently,Research & Development,9,Medical,1,Female,Laboratory Technician,Single,3673,1,No
30,No,Non-Travel,Research & Development,7,Technical Degree,3,Male,Research Scientist,Divorced,1274,1,No
57,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,Married,4900,0,No
49,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Healthcare Representative,Divorced,10466,3,No
34,No,Travel_Frequently,Research & Development,15,Medical,2,Male,Research Director,Divorced,17007,7,No
24,Yes,Travel_Frequently,Research & Development,9,Medical,2,Male,Laboratory Technician,Single,3172,2,Yes
44,No,Travel_Frequently,Research & Development,2,Medical,2,Male,Manufacturing Director,Single,10209,5,Yes
55,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,Healthcare Representative,Married,4035,0,Yes
33,No,Travel_Rarely,Research & Development,4,Medical,1,Female,Laboratory Technician,Married,3838,8,No
28,Yes,Travel_Frequently,Research & Development,2,Medical,3,Male,Laboratory Technician,Single,2561,7,No
28,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,Divorced,1563,1,No
49,No,Travel_Rarely,Research & Development,3,Medical,3,Female,Laboratory Technician,Married,4789,4,No
29,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,Laboratory Technician,Married,3180,0,No
28,No,Travel_Rarely,Research & Development,29,Life Sciences,3,Male,Manufacturing Director,Married,6549,1,No
33,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,Healthcare Representative,Single,6388,2,Yes
32,No,Travel_Rarely,Research & Development,10,Medical,3,Male,Manager,Single,11244,2,No
54,No,Travel_Frequently,Research & Development,11,Medical,2,Female,Manager,Divorced,16032,3,No
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,Research Scientist,Single,2362,6,No
44,No,Travel_Rarely,Research & Development,28,Life Sciences,4,Male,Research Director,Married,16328,3,No
39,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Female,Manufacturing Director,Single,8376,4,No
35,No,Travel_Rarely,Research & Development,16,Life Sciences,4,Female,Healthcare Representative,Single,8606,1,No
23,No,Travel_Rarely,Research & Development,20,Life Sciences,1,Male,Laboratory Technician,Single,2272,0,No
40,Yes,Travel_Rarely,Research & Development,9,Life Sciences,4,Male,Laboratory Technician,Single,2018,3,No
31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,Research Scientist,Single,4084,1,No
50,No,Travel_Frequently,Research & Development,22,Medical,3,Male,Research Director,Single,14411,1,Yes
42,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Laboratory Technician,Married,4841,4,No
37,No,Travel_Rarely,Research & Development,13,Medical,1,Male,Research Scientist,Married,4285,1,No
29,No,Travel_Rarely,Research & Development,8,Other,3,Female,Healthcare Representative,Married,9715,3,No
33,No,Travel_Rarely,Research & Development,25,Life Sciences,4,Male,Manufacturing Director,Single,4320,1,No
45,No,Travel_Rarely,Research & Development,28,Technical Degree,4,Male,Research Scientist,Married,2132,4,No
42,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Healthcare Representative,Married,10124,2,Yes
33,No,Travel_Rarely,Research & Development,28,Life Sciences,2,Male,Laboratory Technician,Married,5207,1,Yes
24,No,Travel_Rarely,Research & Development,21,Technical Degree,3,Male,Laboratory Technician,Divorced,2296,0,No
40,No,Non-Travel,Research & Development,8,Life Sciences,4,Male,Healthcare Representative,Divorced,4069,3,Yes
45,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,Healthcare Representative,Divorced,7441,1,No
32,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Female,Research Scientist,Married,5878,3,No
29,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Research Scientist,Married,2451,6,No
35,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Laboratory Technician,Single,2450,1,No
35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Laboratory Technician,Divorced,2074,1,Yes
53,Yes,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,Manufacturing Director,Married,10169,0,No
38,Yes,Travel_Rarely,Research & Development,2,Medical,3,Male,Manufacturing Director,Married,4855,4,No
32,No,Non-Travel,Research & Development,1,Technical Degree,4,Male,Research Scientist,Married,4087,4,No
48,No,Travel_Rarely,Research & Development,15,Other,3,Female,Research Scientist,Married,2367,8,No
34,No,Travel_Rarely,Research & Development,7,Medical,1,Male,Research Scientist,Single,2972,1,No
34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,Married,5484,9,No
26,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,Research Scientist,Married,2061,1,No
29,No,Travel_Rarely,Research & Development,3,Medical,2,Male,Laboratory Technician,Single,4723,1,Yes
35,No,Travel_Rarely,Research & Development,10,Medical,1,Female,Healthcare Representative,Single,6142,3,Yes
29,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Healthcare Representative,Divorced,8853,1,No
23,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Male,Research Scientist,Married,2073,2,No
36,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Laboratory Technician,Married,5562,3,Yes
42,No,Travel_Rarely,Research & Development,9,Other,4,Male,Manager,Single,19613,8,No
35,No,Travel_Rarely,Research & Development,28,Life Sciences,2,Male,Laboratory Technician,Married,3407,1,No
34,No,Travel_Frequently,Research & Development,10,Technical Degree,4,Male,Healthcare Representative,Married,5063,1,No
43,No,Travel_Rarely,Research & Development,27,Technical Degree,4,Male,Laboratory Technician,Divorced,4876,5,No
35,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Laboratory Technician,Married,2690,1,No
28,Yes,Travel_Rarely,Research & Development,24,Medical,3,Male,Laboratory Technician,Married,2408,1,Yes
22,No,Non-Travel,Research & Development,26,Other,2,Female,Research Scientist,Married,2814,1,Yes
50,No,Travel_Frequently,Research & Development,20,Medical,2,Male,Healthcare Representative,Married,11245,2,Yes
32,No,Travel_Rarely,Research & Development,5,Other,2,Female,Research Scientist,Married,3312,3,No
44,No,Travel_Rarely,Research & Development,7,Medical,2,Female,Research Director,Divorced,19049,0,Yes
30,No,Travel_Rarely,Research & Development,7,Medical,2,Male,Research Scientist,Married,2141,1,No
45,No,Travel_Rarely,Research & Development,5,Medical,3,Female,Laboratory Technician,Single,5769,1,Yes
36,No,Travel_Rarely,Research & Development,12,Life Sciences,3,Female,Manufacturing Director,Married,4663,9,Yes
34,No,Travel_Frequently,Research & Development,10,Life Sciences,3,Male,Manufacturing Director,Divorced,4724,1,No
